0.5	0.4043	0.4416
0.0435	0	0.0141
1	0	0.2
0	0.0353	0.0256
0	0	0
0.1373	0	0.0515
0	0	0
0	0	0
0	0	0
0.3333	0	0.1714
0.3548	0	0.1028
0.4571	0.3469	0.3929
0	0	0
0.2667	0	0.1143
0.1765	0.1053	0.1319
0.1935	0.3816	0.3271
0	0	0
0.3111	0.1029	0.1858
0.6667	0	0.3158
0	0	0
0	0	0
0.1034	0.0851	0.0921
0	0	0
0	0	0
0	0	0
0.4074	0	0.2075
0.3143	0.05	0.1474
0.4	0	0.1875
0	0	0
0.4412	0.0588	0.1544
0	0	0
0.4667	0	0.2188
0	0.2439	0.1613
0.8462	0.2419	0.4205
0	0	0
0	0	0
0	0	0
0	0	0
0.0645	0.0408	0.05
0	0	0
0	0	0
0	0	0
0	0	0
0.3889	0	0.2
0.0625	0	0.05
0	0	0
0	0	0
0	0.1316	0.0862
0	0	0
0	0	0
0	0	0
0	0	0
0.5556	0.4889	0.5139
0.5	0.0108	0.1579
0	0	0
0.0738	0.033	0.0499
0	0	0
0.0741	0.4412	0.3804
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.1818	0.25	0.2258
0.0556	0.0588	0.0571
0	0	0
0	0	0
0	0	0
0.2571	0.0098	0.073
0	0	0
0.0588	0.0833	0.069
0	0	0
0	0.1343	0.1216
0	0	0
0	0	0
0	0	0
0	0	0
0	0.1772	0.1176
0	0	0
0	0	0
0	0	0
0	0	0
0.619	0	0.1494
0	0.2703	0.1818
0	0	0
0	0.05	0.034
0	0	0
0.5385	0	0.1489
0	0	0
0	0	0
0.1905	0.2745	0.25
0.1176	0	0.0476
0	0	0
0	0	0
0.4138	0.1572	0.2091
0	0	0
0.2308	0	0.0698
0	0	0
0	0.4832	0.4091
0	0	0
0.1154	0.0571	0.0729
0	0.0081	0.0061
0	0	0
0	0.1163	0.0746
0	0	0
0.6667	0	0.1818
0	0	0
0.3704	0.3548	0.3596
0	0	0
0.087	0.1029	0.0989
0.25	0.1481	0.186
0	0.0179	0.0139
0.3438	0	0.1864
0.0303	0	0.0145
0	0.005	0.0038
0.0566	0.0791	0.0739
0	0	0
0	0	0
0	0.0114	0.0096
0.25	0.0625	0.1346
0.5122	0	0.1235
0.0667	0.0417	0.0513
1	0.7647	0.7778
0.3871	0.2407	0.2941
0.8	0.7963	0.7969
0.122	0.1461	0.1385
0	0	0
0	0	0
0	0.1042	0.0746
1	0.3571	0.5263
0	0	0
0	0	0
0.6111	0.1491	0.2976
0.24	0.0986	0.1354
0	0	0
0.1176	0.2	0.1731
0.1667	0.0182	0.0548
0	0	0
0	0	0
0	0	0
0.1176	0.2	0.1731
0	0	0
0.5	0	0.1948
0	0	0
0	0	0
0.6154	0	0.1655
0	0	0
0	0	0
0	0	0
0	0	0
0.4138	0	0.0836
0	0.6923	0.6923
0	0	0
0	0	0
0.4138	0	0.0836
0.1071	0.1466	0.1389
0	0	0
0	0	0
0	0	0
0.0625	0.04	0.0488
0	0	0
0	0	0
0.0909	0.1639	0.1446
0.4444	0.2396	0.2955
0.4138	0	0.0836
0.4706	0.1471	0.2549
0	0	0
0.1	0.2162	0.1754
0.3333	0.1452	0.1902
0	0	0
0.1081	0.0408	0.0698
0	0	0
0	0	0
0.5607	0.0332	0.1954
0	0	0
0	0	0
0	0	0
0	0	0
0.3667	0.145	0.1854
0	0	0
0	0	0
0.4571	0.0217	0.2099
0	0.2	0.2
0.52	0.0081	0.202
0.2727	0.0435	0.1176
0.8	0.3333	0.4706
0	0.0159	0.011
0.32	0.4355	0.4023
0.5	0	0.1948
0	0.2708	0.1831
1	0	0.2
0	0.0353	0.0256
0	0	0
0.1373	0	0.0515
0	0	0
0	0	0
0	0	0
0.3611	0	0.1857
0.3548	0.0263	0.1215
0.4571	0.3469	0.3929
0	0	0
0.2667	0	0.1143
0.1176	0.1053	0.1099
0	0	0
0	0	0
0.3111	0.1029	0.1858
0.6667	0	0.3158
0	0	0
0	0	0
0.069	0.0851	0.0789
0	0	0
0	0	0
0	0	0
0.0741	0	0.0377
0.3143	0.05	0.1474
0.4667	0	0.2188
0	0	0
0.4412	0.0588	0.1544
0	0	0
0.1	0	0.0469
0.0476	0.2439	0.1774
0.8462	0.2419	0.4205
0	0	0
0	0	0
0	0	0
0	0	0
0.0645	0.0408	0.05
0	0	0
0	0	0
0	0	0
0	0	0
0.0833	0	0.0429
0.0625	0	0.05
0	0	0
0	0	0
0	0.1316	0.0862
0	0	0
0	0	0
0	0	0
0	0	0
0.5556	0.4889	0.5139
0.5	0.0108	0.1579
0	0	0
0.0738	0.033	0.0499
0	0	0
0.1111	0.4485	0.3926
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.1818	0.3	0.2581
0	0.1765	0.0857
0	0	0
0	0	0
0	0	0
0.0571	0.0098	0.0219
0	0	0
0.6471	0.0833	0.4138
0	0	0
0	0.1343	0.1216
0	0	0
0	0	0
0	0	0
0	0	0
0	0.1772	0.1176
0	0	0
0	0	0
0	0	0
0	0	0
0.619	0	0.1494
0.0556	0.2703	0.2
0	0.1711	0.1238
0	0.05	0.034
0	0	0
0.5385	0	0.1489
0	0	0
0	0	0
0.1905	0.2745	0.25
0.1176	0	0.0476
0	0	0
0.0625	0.1429	0.1136
0.4138	0	0.0836
0	0.4748	0.3729
0.2308	0	0.0698
0	0	0
0	0.4899	0.4148
0	0	0
0.1154	0.0571	0.0729
0.2683	0.129	0.1636
0	0	0
0	0.1163	0.0746
0	0	0
0.6667	0	0.1818
0	0	0
0.3704	0.3065	0.3258
0	0	0
0.0435	0.1029	0.0879
0.25	0.1481	0.186
0	0.0179	0.0139
0.3438	0	0.1864
0.303	0	0.1449
0	0.005	0.0038
0.0566	0.0791	0.0739
0	0	0
0	0	0
0	0.0114	0.0096
0.25	0.0625	0.1346
0.5122	0	0.1235
0.4667	0.0417	0.2051
1	0.8235	0.8333
0.3871	0.2407	0.2941
0.8	0.7963	0.7969
0.1463	0.1461	0.1462
0	0	0
0	0	0
0	0	0
1	0.4286	0.5789
0	0	0
0	0	0
0.6111	0.1316	0.2857
0.2	0.0282	0.0729
0	0	0
0.1176	0.2	0.1731
0.1667	0.0182	0.0548
0	0	0
0	0	0
0.1818	0	0.0556
0.1176	0.2	0.1731
0	0	0
0.5	0	0.1948
0	0	0
0	0	0
0.6154	0	0.1655
0	0	0
0	0	0
0	0	0
0	0	0
0.4138	0	0.0836
0	0.6923	0.6923
0	0	0
0	0	0
0.4138	0	0.0836
0.1071	0.1466	0.1389
0	0	0
0	0	0
0	0	0
0.0625	0.04	0.0488
0	0	0
0	0	0
0	0	0
0	0	0
0.4138	0	0.0836
0.4902	0.1471	0.2614
0.2273	0.1194	0.1346
0.1	0.2162	0.1754
0	0	0
0	0	0
0.1081	0.0408	0.0698
0	0	0
0	0	0
0.5421	0	0.1667
0	0	0
0	0	0
0	0	0
0	0	0
0.3667	0.145	0.1854
0	0	0
0	0	0
0.2571	0.0217	0.1235
0	0.2	0.2
0.52	0.0081	0.202
0.2727	0.0435	0.1176
0.8	0.3333	0.4706
0	0.0159	0.011
0.32	0.4355	0.4023
0.5	0	0.1948
0.0435	0	0.0141
1	0	0.2
0	0.0353	0.0256
0	0	0
0.1373	0	0.0515
0	0	0
0	0	0
0	0	0
0.1111	0	0.0571
0.3548	0.0132	0.1121
0.4571	0.3469	0.3929
0	0	0
0.2667	0	0.1143
0.1765	0.1053	0.1319
0.1935	0.3816	0.3271
0	0	0
0.3111	0.1029	0.1858
0.6667	0	0.3158
0	0	0
0	0	0
0.1034	0.0851	0.0921
0	0	0
0	0	0
0	0	0
0.4074	0	0.2075
0.3143	0.05	0.1474
0.4333	0	0.2031
0	0	0
0.4412	0.0588	0.1544
0	0	0
0.4667	0	0.2188
0	0.2439	0.1613
0.8077	0.2419	0.4091
0	0	0
0	0	0
0	0	0
0	0	0
0.3548	0.0408	0.1625
0	0	0
0	0	0
0	0	0
0	0	0
0.3889	0	0.2
0.625	0.25	0.55
0	0	0
0	0	0
0	0.1316	0.0862
0	0	0
0	0	0
0	0	0
0	0	0
0.5556	0	0.2083
0.5	0.0645	0.1955
0	0	0
0.0738	0.033	0.0499
0	0	0
0.0741	0.4338	0.3742
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.1818	0.25	0.2258
0.5556	0.1765	0.3714
0	0	0
0	0	0
0	0	0
0.0571	0.1863	0.1533
0	0	0
0.1176	0.0833	0.1034
0	0	0
0	0.1343	0.1216
0	0	0
0	0	0
0	0	0
0	0	0
0	0.1772	0.1176
0	0	0
0	0	0
0	0	0
0	0	0
0.619	0	0.1494
0	0.1892	0.1273
0	0.1842	0.1333
0	0.05	0.034
0	0	0
0.5385	0	0.1489
0	0	0
0	0	0
0.1905	0.2745	0.25
0.1176	0	0.0476
0	0	0
0.0625	0.1071	0.0909
0.4138	0	0.0836
0	0.0072	0.0056
0.3846	0	0.1163
0	0	0
0.8889	0.4899	0.5511
0	0	0
0.1154	0.0571	0.0729
0	0.0081	0.0061
0	0	0
0	0.1163	0.0746
0	0	0
0.6667	0	0.1818
0	0	0
0.3704	0.3065	0.3258
0	0	0
0.087	0.1176	0.1099
0.25	0.1481	0.186
0	0.0179	0.0139
0.3438	0	0.1864
0.0303	0	0.0145
0	0.005	0.0038
0.0377	0.0791	0.0696
0	0	0
0	0	0
0	0.0114	0.0096
0.3	0.0625	0.1538
0.5122	0	0.1235
0.4	0.0417	0.1795
1	0.7647	0.7778
0.3871	0.2407	0.2941
0.8	0.7963	0.7969
0	0.1461	0.1
0	0	0
0	0	0
0	0	0
1	0.4286	0.5789
0	0	0
0	0	0
0.6111	0.1491	0.2976
0.2	0.0282	0.0729
0	0	0
0.1176	0.2	0.1731
0.1667	0.0364	0.0685
0	0	0
0	0	0
0.1818	0	0.0556
0.1176	0.2	0.1731
0	0	0
0.5	0	0.1948
0	0	0
0	0	0
0.6154	0	0.1655
0	0	0
0	0	0
0	0	0
0	0	0
0.4138	0	0.0836
0	0.6923	0.6923
0	0	0
0	0	0
0.4138	0	0.0836
0.1071	0.1466	0.1389
0	0	0
0	0	0
0	0	0
0.0625	0.04	0.0488
0	0	0
0	0	0
0.0909	0.1475	0.1325
0	0.2396	0.1742
0.4138	0	0.0836
0.4902	0.1569	0.268
0.2273	0.0075	0.0385
0.1	0.2162	0.1754
0.0256	0.1452	0.1166
0	0	0
0.027	0.0612	0.0465
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.3667	0.145	0.1854
0	0	0
0	0.2	0.1818
0.2571	0	0.1111
0	0.2	0.2
0.52	0.0081	0.202
0.2727	0.0435	0.1176
0.8	0.3333	0.4706
0	0.0159	0.011
0.32	0.4355	0.4023
