0	95	87279	0	 0	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
0	735	719070	0	 0	 12	 80	0	23	0	12	 57	 0	 0	 0	 5	 0	 18
0	2740	312464	0	 0	 57	 17	0	18	0	0	 0	 0	 0	 57	 17	 0	 0
0	1342	314099	0	 0	 838	 595	0	164	0	132	 406	 0	 0	 706	 188	 0	 1
0	2105	660771	0	 0	 9	 63	2	24	2	0	 0	 0	 0	 9	 33	 0	 30
0	1644	214859	0	 0	 4	 13	0	2	0	0	 0	 0	 0	 4	 3	 0	 10
0	574	969266	0	 0	 283	 168	1	112	43	0	 0	 0	 0	 283	 12	 0	 156
0	192	4401	0	 0	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
0	139	522687	0	 0	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
0	837	710697	0	 0	 0	 325	0	1	0	0	 0	 0	 0	 0	 325	 0	 0
0	541	551603	0	 0	 0	 334	0	0	0	0	 0	 0	 0	 0	 334	 0	 0
0	650	563824	0	 0	 0	 200	0	0	0	0	 0	 0	 0	 0	 200	 0	 0
0	675	389658	0	 0	 1199	 262	0	383	0	248	 228	 0	 0	 951	 12	 0	 22
0	793	97520	0	 0	 22	 0	0	0	0	0	 0	 0	 0	 22	 0	 0	 0
0	307	550220	0	 0	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
0	1010	849791	0	 0	 290	 91	0	25	0	10	 66	 0	 0	 280	 0	 0	 25
0	1153	430638	0	 0	 42	 435	30	0	0	42	 14	 0	 0	 0	 391	 0	 30
0	2233	833689	0	 0	 28	 208	3	185	0	26	 15	 0	 0	 2	 148	 0	 45
0	924	1081455	0	 0	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
0	574	672568	0	 0	 0	 346	0	0	0	0	 0	 0	 0	 0	 346	 0	 0
0	1139	14600	0	 0	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
0	1214	526726	0	 0	 64	 157	58	163	0	63	 86	 0	 0	 1	 13	 0	 58
0	1649	1383148	0	 0	 0	 10	0	0	0	0	 0	 0	 0	 0	 10	 0	 0
0	1211	621899	0	 0	 343	 2	0	0	0	0	 0	 0	 0	 343	 2	 0	 0
0	270	11088	0	 0	 1	 0	0	0	0	0	 0	 0	 0	 1	 0	 0	 0
0	623	141765	0	 0	 3	 176	0	3	0	0	 0	 0	 0	 3	 165	 0	 11
0	70	400064	0	 0	 0	 1170	0	0	0	0	 0	 0	 0	 0	 1170	 0	 0
0	356	298273	0	 0	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
0	2505	733550	0	 0	 334	 30	0	334	0	334	 1	 0	 0	 0	 0	 0	 29
0	661	143390	0	 0	 0	 94	0	0	0	0	 0	 0	 0	 0	 94	 0	 0
0	490	1035110	0	 0	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
0	4631	340077	0	 0	 6	 25	0	28	0	0	 0	 0	 0	 6	 7	 0	 18
0	2809	701469	0	 0	 7	 225	191	2	7	0	 0	 0	 0	 7	 9	 0	 216
0	268	288730	0	 0	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
0	431	663437	0	 0	 1086	 0	0	0	0	0	 0	 0	 0	 1086	 0	 0	 0
0	2608	816549	0	 0	 4	 1	0	0	0	0	 0	 0	 0	 4	 0	 0	 1
0	1420	211707	0	 0	 0	 1	0	0	0	0	 0	 0	 0	 0	 1	 0	 0
0	1037	35571	0	 0	 1	 1	1	0	0	0	 0	 0	 0	 1	 0	 0	 1
0	805	70906	0	 0	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
0	434	217997	0	 0	 41	 75	0	116	0	41	 72	 0	 0	 0	 0	 0	 3
0	1829	18165	0	 0	 0	 3	0	2	0	0	 0	 0	 0	 0	 2	 0	 1
0	219	1095721	0	 0	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
0	573	406298	0	 0	 0	 908	268	318	0	0	 0	 0	 0	 0	 322	 0	 586
0	939	680491	0	 0	 0	 351	0	0	0	0	 0	 0	 0	 0	 351	 0	 0
0	495	120194	0	 0	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
0	2135	554200	0	 0	 0	 258	0	0	0	0	 0	 0	 0	 0	 256	 0	 2
0	2816	149082	0	 0	 0	 40	2	0	0	0	 0	 0	 0	 0	 36	 0	 4
0	529	831517	0	 0	 1222	 23	0	0	0	0	 0	 0	 0	 1222	 23	 0	 0
0	939	840763	0	 0	 0	 319	0	0	0	0	 0	 0	 0	 0	 263	 0	 56
0	516	459140	0	 0	 0	 882	260	0	0	0	 0	 0	 0	 0	 622	 0	 260
0	556	673807	0	 0	 0	 361	0	0	0	0	 0	 0	 0	 0	 361	 0	 0
0	381	593840	0	 0	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
0	595	57823	0	 0	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
0	417	423220	0	 0	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
