1	1	1	1	1	1	1	1	4	12	37	11	1	10	1	1	37	19	37	21	
1	1	1	1	4	2	4	1	1	1	1	1	1	3	1	1	33	15	33	17	
1	1	1	1	1	1	1	1	1	1	1	1	1	11	1	1	35	17	35	19	
1	1	1	1	3	1	3	1	1	1	1	1	1	1	1	1	32	14	32	16	
1	1	1	1	1	1	1	1	1	1	1	1	1	13	1	1	29	11	29	13	
1	1	1	1	1	1	1	1	1	1	11	1	1	14	1	1	28	10	28	12	
1	1	1	1	1	1	1	1	1	1	1	1	1	9	1	1	27	9	27	11	
1	1	1	1	1	1	1	1	1	1	9	1	1	12	1	1	26	8	26	10	
1	27	15	11	23	21	23	11	1	1	10	1	1	1	1	1	1	1	1	1	
1	26	12	9	25	23	25	13	1	1	19	1	1	1	1	1	1	1	1	1	
1	28	13	10	26	24	26	14	1	3	17	1	1	1	1	1	1	1	1	1	
1	29	14	12	27	25	27	15	1	1	21	1	1	1	1	1	1	1	1	1	
1	14	1	1	8	6	8	1	1	1	1	1	1	1	1	1	7	1	7	1	
1	18	4	1	15	13	15	3	1	1	24	1	1	1	1	1	6	1	6	1	
1	22	7	1	10	8	10	1	1	9	6	1	1	1	1	1	1	1	1	1	
1	21	8	4	17	15	17	5	1	5	33	5	1	1	1	1	1	1	1	1	
1	6	1	1	7	5	7	1	1	1	1	1	1	1	1	1	9	1	9	1	
1	1	1	1	20	18	20	8	1	14	8	13	1	1	1	1	8	1	8	1	
1	15	2	1	12	10	12	1	1	1	22	8	1	1	1	1	1	1	1	1	
1	12	1	1	14	12	14	2	1	1	25	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	4	21	4	4	34	16	34	18	
1	4	1	1	1	1	1	1	1	1	4	2	5	22	5	5	36	18	36	20	
1	11	1	1	1	1	1	1	1	6	30	1	2	19	2	2	24	6	24	8	
1	17	1	1	1	1	1	1	1	1	27	1	3	20	3	3	25	7	25	9	
1	9	1	1	9	7	9	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	5	1	1	19	17	19	7	2	13	35	9	1	1	1	1	1	1	1	1	
1	24	10	8	22	20	22	10	3	11	36	12	1	1	1	1	1	1	1	1	
1	25	11	7	21	19	21	9	1	10	34	10	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	18	1	1	31	13	31	15	
1	1	1	1	1	1	1	1	1	1	26	1	1	16	1	1	30	12	30	14	
1	1	1	1	1	1	1	1	1	1	1	1	1	15	1	1	22	4	22	6	
1	1	1	1	1	1	1	1	1	1	16	1	1	17	1	1	23	5	23	7	
1	16	3	3	13	11	13	1	1	1	2	1	1	1	1	1	2	1	2	1	
1	19	5	5	18	16	18	6	1	2	13	1	1	1	1	1	3	1	3	1	
1	20	6	6	11	9	11	1	1	1	12	1	1	1	1	1	1	1	1	1	
1	23	9	2	24	22	24	12	1	1	29	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	28	1	1	6	1	1	20	2	20	4	
1	1	1	1	1	1	1	1	1	1	1	1	1	8	1	1	21	3	21	5	
1	3	1	1	1	1	1	1	1	1	14	1	1	5	1	1	19	1	19	3	
1	8	1	1	1	1	1	1	1	1	3	1	1	2	1	1	18	1	18	2	
1	1	1	1	6	4	6	1	1	1	1	1	1	1	1	1	15	1	15	1	
1	1	1	1	16	14	16	4	1	1	15	1	1	1	1	1	14	1	14	1	
1	7	1	1	1	1	1	1	1	1	18	1	1	1	1	1	10	1	10	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	11	1	11	1	
1	10	1	1	5	3	5	1	1	1	5	1	1	1	1	1	4	1	4	1	
1	13	1	1	2	1	2	1	1	7	23	1	1	1	1	1	5	1	5	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	4	20	4	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	7	6	1	1	1	1	16	1	16	1	
1	2	1	1	1	1	1	1	1	1	1	1	1	7	1	1	17	1	17	1	
1	1	1	1	1	1	1	1	1	8	31	3	1	1	1	1	12	1	12	1	
1	1	1	1	1	1	1	1	1	15	32	7	1	4	1	1	13	1	13	1	

52	24	38	41	26	28	26	38	49	38	16	40	48	31	48	48	16	34	16	32	
