1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	5	4	9	5	9	5	1	1	1	1	1	1	1	1	1	1	1	1	
2	1	14	13	16	12	16	12	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	14	14	14	14	
1	1	1	1	17	13	17	13	1	1	1	1	1	1	1	1	13	13	13	13	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	5	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	12	12	12	12	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	11	11	11	11	
1	1	1	1	13	9	13	9	1	1	1	1	1	1	1	1	10	10	10	10	
1	1	8	10	4	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	12	14	12	8	12	8	1	2	1	1	1	1	1	1	1	1	1	1	
1	1	4	1	1	1	1	1	1	9	3	5	7	7	7	7	16	16	16	16	
1	1	1	5	1	1	1	1	1	4	5	6	8	8	8	8	18	18	18	18	
1	1	6	11	2	1	2	1	1	6	6	4	5	5	5	5	9	9	9	9	
1	1	10	12	1	1	1	1	1	7	7	1	6	6	6	6	8	8	8	8	
1	1	1	1	7	3	7	3	2	10	9	7	1	1	1	1	1	1	1	1	
3	1	15	16	15	11	15	11	4	12	11	9	1	1	1	1	1	1	1	1	
1	1	1	1	11	7	11	7	3	11	10	8	1	1	1	1	3	3	3	3	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	
1	1	1	1	1	1	1	1	1	5	1	3	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	
1	1	1	1	6	2	6	2	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	7	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	13	9	5	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	9	15	14	10	14	10	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	11	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15	15	15	15	
1	1	1	2	1	1	1	1	1	1	1	1	4	4	4	4	17	17	17	17	
1	1	2	6	10	6	10	6	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	3	4	1	1	1	1	1	1	1	1	1	
1	1	1	1	8	4	8	4	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	6	6	6	6	
1	1	1	1	3	1	3	1	1	8	8	1	3	3	3	3	7	7	7	7	

34	36	22	21	20	24	20	24	33	25	26	28	29	29	29	29	19	19	19	19	
