0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.1111	0.2368	0.1964
0	0	0
0	0	0
0.12	0.1562	0.1461
0.5	0.4615	0.4783
0	0.1489	0.1
0	0	0
0.8667	0	0.1313
0	0	0
0	0	0
0	0	0
0.625	0.3333	0.5455
0.6471	0.1111	0.4615
0.2174	0.1667	0.1846
0	0	0
0	0	0
0	0	0
0	0.3714	0.2826
0	0.0417	0.0256
0	0	0
0	0	0
0	0.1522	0.1094
0	0	0
0	0.2	0.1538
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0.0556	0.037
0	0.0315	0.0255
0	0	0
0.1111	0.1579	0.1429
0	0	0
0	0	0
0.12	0.1719	0.1573
0.5	0.4615	0.4783
0.0435	0.1702	0.1286
0	0	0
0.8667	0	0.1313
0.4286	0.3333	0.3714
0	0	0
0	0	0
0.0625	0.3333	0.1364
0.1176	0.1111	0.1154
0.2174	0	0.0769
0	0	0
0	0	0
0	0	0
0.6364	0.0286	0.1739
0	0.0417	0.0256
0	0	0
0	0	0
0	0	0
0	0	0
0	0.2	0.1538
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0.0556	0.037
0	0	0
0	0	0
0.1111	0.1579	0.1429
0	0	0
0	0	0
0.12	0.1719	0.1573
0.5	0.6154	0.5652
0.0435	0.1702	0.1286
0	0	0
0	0	0
0.4286	0.4762	0.4571
0	0	0
0	0	0
0.625	0.3333	0.5455
0.6471	0.1111	0.4615
0.2174	0.1667	0.1846
0	0	0
0	0	0
0	0	0
0	0	0
0	0.0417	0.0256
0	0	0
0	0	0
0	0	0
0	0	0
0	0.2	0.1538
0	1	1
0	0	0
0	0	0
1	0	0.2
0.3333	0	0.1714
0	0	0
0.0645	0.0408	0.05
0.3889	0	0.2
0	0.1316	0.0862
0	0	0
1	0	0.2
0.3611	0	0.1857
0	0	0
0.0645	0.0408	0.05
0.0833	0	0.0429
0	0.1316	0.0862
0	0	0
1	0	0.2
0.1111	0	0.0571
0	0	0
0.3548	0.0408	0.1625
0.3889	0	0.2
0	0.1316	0.0862
0	0	0
0.3111	0.1029	0.1858
