0034EED5F766C2DDD67F9CDC673435DC4C9B1BD18800DEF4E772CDD31B453186.apk	0.1034	0	0.8966	0.0383	0	0.9617	0.4615	0.2308	0.2308	0.0769	0.0001	0.0007	0.0077	0.0042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0312	0	0	0	0	0.0104	0	0	0	0	0	0	0	0	0	0	0	0	0.9583	0	0	0	0	0	0	0.8679	0	0	0	0	0	0	0	0.0189	0	0	0	0	0	0.0377	0	0	0	0	0	0	0.0755	0	0	0	0	0	0	0.0027	0.0335	0.0294	0.5882	0.1765	0.0882	0.1176	0.0262	0.0024	0.0214	0.8	0	0.0405	0	0.0214	0.0667	0.0214	0
00654E46C4256A6626C6A7EAB9EE03482C4E73E47DBD962E581FFB9E5D5548E3.apk	0.1037	0	0.8963	0.0393	0	0.9607	0.4167	0.25	0.25	0.0833	0	0.0006	0.0092	0.0042	0.0089	0	0	0	0	0.9643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0268	0	0	0	0	0	0	0	0	0.0784	0	0	0	0	0	0	0	0	0	0.0588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8627	0	0	0	0	0.0026	0.0333	0.0312	0.5625	0.1875	0.0938	0.125	0.0272	0.0025	0.0223	0.802	0	0.0371	0	0.0223	0.0668	0.0198	0
00DD8FB0E7A6DD60759C29D9851807527FF54D7E639C08719E0F8620D3FC47F2.apk	0.0782	0.2605	0.6613	0.0355	0.2694	0.6951	0.878	0.0488	0.0488	0.0244	0.0015	0.0025	0.0179	0.0081	0	0	0	0	0	0	0	0.9732	0.0054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0071	0	0	0	0	0	0	0	0.0143	0	0	0	0	0	0.0395	0	0	0	0	0	0	0	0	0	0.0119	0	0	0	0	0	0.8893	0.0158	0	0	0	0	0	0.004	0	0	0	0	0.0395	0	0.0028	0.023	0.0112	0.8539	0.0674	0.0225	0.0449	0.0153	0.0014	0.0376	0.7117	0.0195	0.0641	0.0139	0.0125	0.0682	0.0557	0
0196E6B67D0EFA40752D085247B20633CCEF536BD9F14F1CF800C66D475D59B2.apk	0.0301	0.1842	0.7857	0.0104	0.1174	0.8722	0.5217	0.1957	0.2609	0.0217	0.0002	0.0035	0.0123	0.0061	0	0	0.0146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0049	0	0.0244	0	0	0	0	0	0	0	0.9561	0	0	0	0	0	0	0.0882	0	0	0	0	0.0098	0	0	0	0	0	0	0	0	0.8039	0.0196	0	0.0784	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0077	0.0324	0.0078	0.6899	0.1705	0.0775	0.0543	0.0203	0.0018	0.0185	0.7153	0.0166	0.0739	0.0111	0.0555	0.0665	0.0203	0
024271CA9A19C85F297E82962F178B2C614BFFBF3B56CAB90C1BB55065D5D899.apk	0.0314	0.1696	0.799	0.0058	0.0977	0.8964	0.5	0.2333	0.2333	0.0333	0.0003	0.0025	0.0118	0.0063	0	0	0	0	0	0	0	0.0058	0	0	0	0	0	0	0	0	0.0231	0	0.9538	0	0	0	0	0	0	0	0	0	0.0173	0	0	0	0	0	0	0	0	0	0.8261	0	0	0.0435	0	0.0217	0	0	0	0	0	0	0	0.1087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0057	0.03	0.0119	0.6429	0.2143	0.0595	0.0714	0.0249	0.0023	0.0748	0.7483	0	0.0227	0.0227	0.0204	0.0635	0.0204	0
03B1486DE6B48F063DCC455F2529257B9B4ED4C910ECC36D750545E4E08EBE8A.apk	0.0526	0	0.9474	0.0139	0	0.9861	0.4167	0.3333	0.1667	0.0833	0.0002	0.0018	0.0058	0.0045	0	0	0.0294	0	0	0.9706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0189	0.0566	0.0189	0	0	0.0377	0	0	0	0.7925	0	0	0.0755	0	0	0.0037	0.0364	0.0227	0.4545	0.3864	0.0455	0.0909	0.0256	0.0023	0.0209	0.7535	0	0.0605	0.0256	0.0698	0.0209	0.0209	0
052F90B8829BDC0BF6B55DCF116DD69ECFBF4B180D052026AA67B296B6997BD0.apk	0.0093	0.0264	0.9643	0.0008	0.0111	0.9881	0.4091	0.2273	0.3182	0.0455	0.0013	0.0017	0.0207	0.0115	0	0	0	0	0.9838	0	0	0	0	0	0	0	0	0	0	0.0032	0.0065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0065	0	0.0233	0.8721	0	0	0	0	0.0523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0058	0	0	0	0	0.0233	0.0233	0.0043	0.033	0.0156	0.5938	0.1875	0.1094	0.0938	0.0223	0.002	0.0487	0.641	0.002	0.0548	0	0.0183	0.1643	0.0467	0
053BCD4648BE4E25E283A67BA1FA75414248C52139FFF81E238636222900AD55.apk	0.0133	0.1074	0.8793	0.0054	0.0501	0.9445	0.1765	0.4706	0.2941	0.0588	0.0001	0.0006	0.0111	0.0058	0.0208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0069	0.9722	0	0	0	0	0	0	0	0.0133	0	0	0	0	0	0	0	0.1333	0	0	0	0	0	0	0	0	0	0	0	0	0.0133	0.8133	0.0267	0	0	0	0.0029	0.0305	0.027	0.5135	0.2162	0.1351	0.1081	0.0278	0.0025	0.0833	0.7424	0.0101	0.0101	0.0253	0.0227	0.0707	0.0051	0
05BEDECCA9BB59130A9ED049C7A7543B28BDF37A42C00F713C20EE11BE6AB6A5.apk	0.1418	0.1468	0.7113	0.0736	0.116	0.8104	0.4583	0.2292	0.2083	0.1042	0.0013	0.0034	0.021	0.0108	0.0085	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0064	0.985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041	0	0	0	0	0	0	0	0	0	0	0	0.0498	0	0	0	0	0.0083	0	0	0	0	0.0166	0	0	0	0.8631	0.0207	0	0	0	0.0373	0.0057	0.0289	0.0394	0.6378	0.1339	0.0787	0.1102	0.0171	0.0016	0.0187	0.6221	0	0.0653	0	0.0233	0.1306	0.1213	0
0624775D59B6F7F435B3AF1EFFE47E17DEA09770EBE06D77D180A46779919DA0.apk	0.0539	0.2567	0.6894	0.0258	0.1675	0.8067	0.5	0.1944	0.25	0.0556	0.0004	0.0026	0.0106	0.0058	0	0.0103	0	0.0309	0	0	0	0.9536	0	0	0	0	0	0	0	0	0	0	0.0052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0849	0	0	0	0	0	0	0	0	0	0	0	0.0189	0	0	0	0.0566	0	0	0	0.8208	0	0	0	0	0	0	0	0	0	0	0.0189	0.0055	0.0257	0.02	0.66	0.18	0.07	0.07	0.0235	0.0021	0.0469	0.7441	0.0043	0.0661	0.0128	0.064	0.0192	0.0171	0
