1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	7	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	6	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	5	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	4	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
9	17	3	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
10	13	7	18	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	
12	18	8	19	9	6	9	9	1	1	13	1	1	1	1	1	1	1	1	1	
13	19	9	17	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	
1	8	1	3	1	1	1	1	1	1	9	1	1	1	1	1	1	1	1	1	
1	6	1	7	8	5	8	8	1	2	1	1	1	1	1	1	1	1	1	1	
4	11	1	11	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	
6	12	2	10	1	1	1	1	1	9	10	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
2	9	1	6	1	1	1	1	1	3	1	3	1	1	1	1	1	1	1	1	
3	4	1	9	1	1	1	1	1	1	6	5	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	
1	1	1	1	1	1	1	1	1	1	11	9	1	1	1	1	1	1	1	2	
1	5	1	1	5	2	5	5	5	1	15	6	1	1	1	1	1	1	1	1	
1	1	1	4	1	1	1	1	4	4	17	10	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	8	11	21	14	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
11	15	6	15	6	3	6	6	7	10	20	13	1	1	1	1	1	1	1	1	
7	16	5	16	7	4	7	7	3	8	8	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	4	1	4	4	1	1	1	1	1	1	1	1	1	1	1	1	
1	7	1	8	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	
1	3	1	2	1	1	1	1	1	1	16	7	1	1	1	1	1	1	1	1	
8	14	4	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
5	10	1	13	3	1	3	3	6	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	11	8	11	11	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	10	7	10	10	1	1	3	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	7	1	1	1	1	1	1	1	1	1	
1	2	1	1	1	1	1	1	1	1	12	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	14	1	1	1	1	1	1	1	1	1	
1	1	1	5	1	1	1	1	1	6	1	11	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	5	18	8	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	2	7	19	12	1	1	1	1	1	1	1	1	

40	34	44	34	42	45	42	42	45	42	32	39	52	52	52	52	48	48	48	46	

