000039C61012480E58FC642604A5A53972B0414D9F78CF25A01D45D3438DBC77.apk	0.0682	0.0227	0.2483	0.014	0.3333	1	0.0554	0.9844	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0.0455	0.0227	0.0142	0.014	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
000068216BDB459DF847BFDD67DD11069C3C50166DB1EA8772CDC9250D948BCF.apk	0.0865	0.0761	0.078	0.0472	0.4	0.6364	0.0023	0.0028	0	0	0	0	0.16	0.2102	0	0	0	0	0	0	0.84	0.7898	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045	0.0104	0.0002	0.0001	0.9231	0.9831	0.0769	0.0169	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000962C2C34DE1CA0C329B18BE7847459DA2D9D14B6B23A21CBC6427522403C.apk	0.175	0.1125	0.2685	0.1225	0.7143	0.6667	0.5188	0.726	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0.7778	0.8219	0.8333	0.8302	0.1111	0.0411	0	0	0.1111	0.137	0.1667	0.1698	0	0	0	0	0	0	0	0	0	0	0	0	0.0875	0.0375	0.047	0.0419	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
000148472399534A17838424A46526797E10749B6196EE3993FE087748E3E00B.apk	0.1111	0.0889	0.0823	0.0845	0.8	0.75	0.0111	0.0108	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0667	0.0333	0.0009	0.0008	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
000242FA8603F36DF2D467A59495B54F289F7181FF34B595B736CD017CEE2CF5.apk	0.1503	0.0725	0.224	0.0616	0.1724	0.7143	0.0669	0.527	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0.9286	0.9459	0.9	0.9231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0714	0.0541	0.1	0.0769	0.0155	0.0104	0.0075	0.0042	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
0003E87FAF4A319D9C320BD7C3056538E7515E046A94B95E4AAEF27ED6EF2C70.apk	0.0566	0.1321	0.0489	0.0937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2264	0.2642	0.1041	0.6597	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
000569476720338E9E6083EBD637C5F583624553B1BFB0BA3D0A182A8CE64692.apk	0.5	0	0.7455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1667	0.0833	0.0848	0.0833	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0005AEFB6DFF6603DC273E445B8F59000E70E1AE43239C021EA52ED4B8654EB0.apk	0.0432	0.018	0.3701	0.0004	0.0833	0.2	0	0.0149	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0144	0.0252	0.0001	0.0001	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
0005B77636D88FD12D42CD8438F59C2EC84275D2644F60479A1CE3D5EF5D54D3.apk	0.1207	0.1034	0.1739	0.2696	0.5714	0.6667	0.6	0.3871	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0.6667	0.3468	0.75	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3333	0.6532	0.25	0.25	0.0345	0.0172	0.0109	0.1478	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
0005CA542F844409A3C051EB84EC9AA723704F1937A14F02C5CBAD76BC56781B.apk	0.1417	0.0866	0.3462	0.0445	0.2778	0.6364	0.1004	0.1723	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0157	0.0079	0.0009	0.0009	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
0005FA73FA95144B22373E7EF28CCC93BE9E3C790990BC2DBF5AE1EC8D2641FF.apk	0.04	0	0.0434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0.04	0.0446	0.0434	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0006AA23800B1CB49B6630BE83C333423D5B769752C8473F2CFD296B2E3FE2B6.apk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0006B9B8FB8BC6F540FFB86F4252635D89824CCB875897E4A27FD41B7351D527.apk	0.0291	0.0179	0.1121	0.0048	0.1154	0.25	0.0019	0.0854	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0101	0.0078	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00079F2AE59774E625E6AD1470628AAB7A04F54111F8D3F86E91ADC729951695.apk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00080C9E55C89AF491C589754E65B83B6512185670EBD061EB481DAAE738BEC0.apk	0.1351	0.1622	0.1329	0.1538	0.6	0.6667	0.4737	0.5455	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0.8333	0.9091	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1667	0.0909	0	0	0.1351	0	0.0629	0	0.8	0.8889	0.2	0.1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00090800C67F075BF629F83FC6E0A4CC227C2B1624205FC8E2D5C999DB11930B.apk	0.0845	0.0986	0.1111	0.0596	0.3333	0.1429	0.2244	0.2091	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0.8571	0.7818	0	0	0	0	0	0	0.1429	0.2182	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.2817	0.2394	0.0759	0.4743	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
00095A76516F0D75EF4D9FA9ACCA5ADA89922514384D849251C9F627526FD2CC.apk	0.1544	0.0735	0.2243	0.0791	0.2381	0.7	0.1288	0.5217	0	0	0	0	0	0	0	0	0	0	0	0	0.9524	0.9813	1	1	0.0476	0.0187	0	0	0.9	0.947	1	1	0	0	0	0	0.1	0.053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0147	0.0074	0.0043	0.0042	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
000B7F8C49D5A5673665626363F0CCD1F779632B253C3F41771FDC3CC54B7657.apk	0.1129	0.043	0.1209	0.017	0.381	0.875	0.0856	0.587	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0.875	0.9783	0.8571	0.9815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0.0217	0.1429	0.0185	0.0108	0.0054	0.002	0.0018	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
000B9D263F05BC88DD3ADD80D3A477FC8B3275535DF6287107B41AC9FC19F7B0.apk	0.0882	0.038	0.0846	0.0274	0.2769	0.6429	0.0031	0.0314	0	0	0	0	0.0308	0.001	0	0	0	0	0	0	0.9692	0.999	1	1	0	0	0	0	0.8571	0.9956	0.8889	0.9748	0	0	0	0	0.0714	0.0016	0.0556	0.021	0.0357	0.0026	0	0	0	0	0	0	0.0357	0.0002	0.0556	0.0042	0.0312	0.0299	0.0001	0.0005	0.913	0.9423	0.087	0.0577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3182	0.034	0.5909	0.9547	0.0909	0.0113	0	0
000BCADC50323F0D5847FD2688AD4E38CE57B32677B05DACD33E0A0796B87887.apk	0.0204	0.0816	0.0074	0.1096	1	0.75	0.1429	0.0288	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1837	0.2041	0.0474	0.0485	1	1	0	0	0	0	0	0	0	0	0	0	0.1	0.8043	0	0	0	0	0	0	0	0	0	0	0.9	0.1957	0	0	0	0
000D8F6F3045431E14EF7552B72FBD5B3998488EA19868D14F099062B4DD4D28.apk	0.1267	0.0434	0.0103	0.3099	0.137	0.64	0.0023	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0.8	0.9997	0.9375	0.9348	0	0	0	0	0.12	0.0001	0	0	0.04	0	0.0625	0.0652	0	0	0	0	0.04	0.0002	0	0	0.0104	0.0122	0	0.0001	0.6667	0.7692	0.3333	0.2308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5714	0.9552	0	0	0.4286	0.0448	0	0	0	0
000F10C12434C28E8DB0A4376554B76518EBD2D2C60376E8D8766CA8CA9FFB27.apk	0.1293	0.1034	0.0622	0.5156	0.2667	0.4167	0.2727	0.0412	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0.8333	0.107	0.8	0.8	0	0	0	0	0.0833	0.0096	0.2	0.2	0	0	0	0	0	0	0	0	0.0833	0.8834	0	0	0.0431	0.0259	0.0106	0.4639	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
001001E1CECDA2D788A49DFE98BD79FA2F1B8DD416461B319C81A598174BEEE9.apk	0.1373	0.1667	0.1251	0.1718	0.9286	0.7059	0.3636	0.2053	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0.8824	0.5364	1	1	0	0	0	0	0.0588	0.0331	0	0	0	0	0	0	0	0	0	0	0.0588	0.4305	0	0	0.0784	0.0392	0.0273	0.0956	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00106D3DC73329F2AC9E845D88BB791606982329436E8555EC0D52C001D13B1F.apk	0.0963	0.0656	0.0415	0.025	0.5227	0.8333	0.0645	0.1374	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0.9333	0.6713	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0667	0.3287	0	0	0.0306	0.0197	0.0009	0.018	1	1	0	0	0	0	0	0	0	0	0	0	0.6667	0.9712	0	0	0	0	0	0	0	0	0	0	0.3333	0.0288	0	0	0	0
001168E847D69D7A836C966FF770A37F3669B66F13B89BD88E94F4517AD632AA.apk	0.1839	0.0345	0.2236	0.0674	0.4375	0.6667	0.3705	0.0766	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0.6667	0.4624	1	1	0	0	0	0	0.3333	0.5376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023	0.0115	0.0053	0.0053	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0011887F4F7B2F0950FC14FEBF7FF83C1AD7FEA7D1B6035FF1FB8768E2C34E2F.apk	0.1256	0.0553	0.206	0.0385	0.4	0.8182	0.0986	0.2364	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0704	0.0352	0.02	0.0126	0.8571	0.9298	0.1429	0.0702	0	0	0	0	0	0	0	0	0.8571	0.9722	0	0	0	0	0	0	0	0	0	0	0.1429	0.0278	0	0	0	0
