000e5e567e15597b2fdf803f59313f9f52c6f70c2346a1ea1650f090bb4cc6bf.apk	0	0	0	0	0	0	0.784	0	0.216	0.4762	0	0.5238	0.5372	0	0.4628	0.2278	0	0.7722	0.2278	0	0.7722	0.5556	0.2222	0.2222	0	0.8229	0.1632	0.0139	0
001b5220369c1b07e48718e1198188e79f62c9321ebfaed688815f388f6054c6.apk	0	0	0	0.7613	0.2387	0	0	0	0	0	0.3716	0.6284	0	0.4651	0.5349	0	0.2402	0.7598	0	0.2402	0.7598	0.5	0	0	0.5	0.9998	0	0	0.0002
004e3b9afa5dd623d7dc8ab9aed0380492ec129e9d29dd73b23729845c59b72d.apk	0.3142	0	0	0.2868	0.1419	0	0.2191	0.0069	0.0311	0.0625	0.267	0.6705	0.0661	0.3066	0.6273	0.0329	0.1569	0.8102	0.033	0.1573	0.8097	0.7273	0.1818	0.0909	0	0.9086	0.0864	0.005	0
0059e04fdf8c3361a72fb39fa049d4cbfa3c69bbd6d42883056123c32b076db0.apk	0	0	0	0.5013	0.0654	0	0.3702	0.0572	0.0059	0.0769	0.1538	0.7692	0.1341	0.1899	0.676	0.011	0.1253	0.8636	0.011	0.1253	0.8636	1	0	0	0	1	0	0	0
005fb56cad34f6097fab2aaa9d765dbdf29d34b0264f616a6f239e7ed825f121.apk	0	0	0	0.6394	0.3606	0	0	0	0	0	0.5	0.5	0	0.46	0.54	0	0.3641	0.6359	0	0.3641	0.6359	0.4615	0	0.5385	0	0.8817	0	0.1183	0
00b0aa606b1a79d8fa5ca6149f7af7b515d16e16c35f29ee75770cce5aee7493.apk	0	0	0	0	0	0	0.791	0	0.209	0.4762	0	0.5238	0.5333	0	0.4667	0.221	0	0.779	0.221	0	0.779	0.5556	0.2222	0.2222	0	0.9042	0.0805	0.0153	0
00c8c595538a216eeba793c5591319cd61c4829146fc97338f89b5137234d101.apk	0	0	0	0	0	0	0.9404	0	0.0596	0.2353	0	0.7647	0.3333	0	0.6667	0.0619	0	0.9381	0.0619	0	0.9381	0.5	0	0.5	0	0.9676	0	0.0324	0
00d5e9d055698505c63ba9ef6b62c95541bc610c5ccdc970168f12dc27f674d8.apk	0	0	0	0	0	0	0.949	0	0.051	0.2286	0	0.7714	0.32	0	0.68	0.0548	0	0.9452	0.0548	0	0.9452	0.5	0	0.5	0	0.9421	0	0.0579	0
00ec7bd119590e6c3066fd19ca255050698ffc9bcc190c876eea5a04b2fd1156.apk	0	0	0	0	0	0	0.949	0	0.051	0.2353	0	0.7647	0.3333	0	0.6667	0.0534	0	0.9466	0.0534	0	0.9466	0.5	0	0.5	0	0.9699	0	0.0301	0
00f64da521f55afca37f1b38997f67a9454d40a367d50676b58358937b842add.apk	0	0	0	0.3098	0.0337	0	0.6032	0.0009	0.0524	0.1857	0.0286	0.7857	0.1948	0.039	0.7662	0.0615	0.0349	0.9036	0.0615	0.0349	0.9036	0.4286	0.2857	0.2857	0	0.7639	0.1111	0.125	0
010600aea198c58449369b6fab0276f0d102421f9eb507b28470797dc33c3e9e.apk	0	0	0	0	0	0	0.8191	0	0.1809	0.4082	0	0.5918	0.5503	0	0.4497	0.1817	0	0.8183	0.1817	0	0.8183	0.6667	0.3333	0	0	0.9889	0.0111	0	0
0139c70d4ed275f1bf87a356b34dbd4a787a40ffe97dedcf23a30d0798d3c2fe.apk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0144bffd9362573c802c47a07db69a136cc7ab5127138445114eff944659b7c8.apk	0	0	0	0.4501	0.5312	0	0.0073	0.0067	0.0047	0.2222	0.3457	0.4321	0.1458	0.4792	0.375	0.0099	0.5357	0.4544	0.0099	0.5357	0.4544	1	0	0	0	1	0	0	0
0149b02468a8e582d76a7ad5094c15a4a07f4f08361ba5b539702d77babfbbc1.apk	0	0	0	0.7006	0.2667	0	0.0199	0.0012	0.0117	0.0476	0.2222	0.7302	0.038	0.3734	0.5886	0.0158	0.2843	0.6999	0.0158	0.2843	0.6999	0.5	0	0.5	0	0.8667	0	0.1333	0
01529657445e7c737eb7d17a47783fea3ed3996373bc7b87861e450e7d8d8621.apk	0	0	0	0	0	0	0.8462	0	0.1538	0.1667	0	0.8333	0.2857	0	0.7143	0.2	0	0.8	0.2	0	0.8	1	0	0	0	1	0	0	0
01706a38a71c31cfdaeee269d6637f6666c91910c36bc85f06082d8375ea812b.apk	0	0	0	0	0	0	0.8292	0	0.1708	0.3333	0	0.6667	0.5	0	0.5	0.1713	0	0.8287	0.1713	0	0.8287	1	0	0	0	1	0	0	0
017466f057e203e5eecf43ed3cb512d69d92891c05d2fc53d8b88e0c133e9e7d.apk	0	0	0	0	0	0	0.8084	0	0.1916	0.3333	0	0.6667	0.3333	0	0.6667	0.1971	0	0.8029	0.1971	0	0.8029	0.5	0	0.5	0	0.8689	0	0.1311	0
0175851e8614cc53b94edba278e5c60f6e239260fe4be5c4fdb896e5f26d9d69.apk	0	0	0	0.8942	0.1058	0	0	0	0	0	0.1316	0.8684	0	0.3208	0.6792	0	0.1072	0.8928	0	0.1072	0.8928	0	0	0	0	0	0	0	0
017c00b7a683c22ec17411e9391e90ece13b97e2b0197a3b5a135419365d89e6.apk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01c888061f79a1a48bd1a2d1b7ed7fae6901890b21d663a599b0010b7fc82f65.apk	0	0	0	0.9628	0.0372	0	0	0	0	0	0.2717	0.7283	0	0.4214	0.5786	0	0.0401	0.9599	0	0.0401	0.9599	0.5	0	0.5	0	0.9973	0	0.0027	0
01d1c2aa6ef2d96842f45eaa9277d895d34f53cc590a45b8cf9dfb5975752ed0.apk	0.3882	0	0.0294	0.1301	0.0769	0	0.2972	0.0026	0.0757	0.2398	0.1585	0.6016	0.247	0.2032	0.5499	0.1127	0.0861	0.8012	0.1127	0.0861	0.8012	1	0	0	0	1	0	0	0
01d60ff91662cbe55310fe53b371ad2c2b8c956b1cfb9331f4f43997f324a7ca.apk	0	0	0	0.6839	0.3157	0	0.0004	0	0	0.0438	0.3942	0.562	0.0466	0.4548	0.4986	0	0.3157	0.6843	0	0.3157	0.6843	0.2	0	0.5	0.3	0.9995	0	0.0003	0.0002
01e35862c66e3b864e22ae0bbc84ca50b61b915e9881730f17e2481e2ed3e498.apk	0	0	0	0.7632	0.2368	0	0	0	0	0	0.6102	0.3898	0	0.6569	0.3431	0	0.2426	0.7574	0	0.2426	0.7574	1	0	0	0	1	0	0	0
01f1918abf076730d468ae3a767b20b292232d94b53af3d207e570c5c8986d39.apk	0	0	0	0.8686	0.1314	0	0	0	0	0	0.25	0.75	0	0.2826	0.7174	0	0.1694	0.8306	0	0.1694	0.8306	0.3333	0	0.6667	0	0.25	0	0.75	0
0201bc29b3b772097a9bdd3de25778920aec9738ccd72bb4e1bacaaddea0b9b9.apk	0	0	0	0	0	0	0.9873	0	0.0127	0.1852	0	0.8148	0.2537	0	0.7463	0.0173	0	0.9827	0.0173	0	0.9827	0.6667	0	0.3333	0	0.9365	0	0.0635	0
0205136af07d6b952b908dfbcfe6cf9da68eb4931d4ca34ede9a2f22c3024f19.apk	0	0	0	0.8366	0.1418	0.0014	0.0172	0.0026	0.0004	0.04	0.18	0.78	0.0388	0.3791	0.5821	0.0022	0.1473	0.8505	0.0022	0.1473	0.8505	0.6	0	0.4	0	0.9925	0	0.0075	0
0244c6e2e8c3bcead0e0e1764b90f1cc2f4de94a9940138ad21200cc999814ca.apk	0	0	0	0.8221	0.1779	0	0	0	0	0	0.5421	0.4579	0	0.6187	0.3813	0	0.183	0.817	0	0.183	0.817	1	0	0	0	1	0	0	0
0245f7d8b22bef59f1bf4c1f4357a296bbe0014a17b256f71a1e46a8f8e414f0.apk	0	0	0	0	0	0	0.732	0	0.268	0.2727	0	0.7273	0.2824	0	0.7176	0.2681	0	0.7319	0.2681	0	0.7319	1	0	0	0	1	0	0	0
0246da9c329049def18a0dbe307f1fe81a4ef86f9f03d8168fe60525d665587c.apk	0	0	0	0	0	0	0.7667	0	0.2333	0.4167	0	0.5833	0.375	0	0.625	0.2359	0	0.7641	0.2359	0	0.7641	1	0	0	0	1	0	0	0
0255944faf1c8dc8e0c5b5484d7e4a0440384a4b4ceaa78f3ac6c37f6fd5d889.apk	0	0	0	0.79	0.0618	0	0.1165	0.0093	0.0225	0.0877	0.1491	0.7632	0.124	0.2665	0.6095	0.037	0.099	0.8639	0.037	0.099	0.8639	0.6667	0.3333	0	0	0.9301	0.0699	0	0
025b8ce9c82fa8a3ef4e3285e9d750ad0c17ed0f51a73224c88a1226606fd3c6.apk	0	0	0	0.8286	0.1714	0	0	0	0	0	0.6	0.4	0	0.7111	0.2889	0	0.3027	0.6973	0	0.3027	0.6973	0	0	1	0	0	0	1	0
02674f1efba46fe0069afb074523a898320e1dee72ed5ab84b1f253e04e870e1.apk	0	0	0	0.9812	0.0188	0	0	0	0	0	0.3636	0.6364	0	0.3889	0.6111	0	0.0333	0.9667	0	0.0334	0.9666	0.5	0.5	0	0	0.7778	0.2222	0	0
02799660a768169d71a711bd39d099381f29239201e8cdbcdedf4ab07284e77f.apk	0	0	0	0.6204	0.1847	0	0.1871	0.0034	0.0044	0.0392	0.5	0.4608	0.0302	0.5872	0.3826	0.0056	0.2065	0.7879	0.0056	0.2065	0.7879	0.5	0	0.5	0	0.9774	0	0.0226	0
027b761851fe7e2583782ab94e4f3331e2f175dcd2085fdddb4583994285b6c3.apk	0	0	0	0.5178	0.1031	0	0.2234	0.0033	0.1524	0.1221	0.2061	0.6718	0.1426	0.3019	0.5556	0.1521	0.1107	0.7372	0.1525	0.111	0.7365	0.4286	0.2857	0.2857	0	0.4002	0.5962	0.0036	0
02823e0b378d75f3f3e113f187a3ae425f855c5a68d53a3842c35995aa34373f.apk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
029546ec7df8268edea22e6aeaf23dfb9c4c4a3dc3ac5aca541167360adff990.apk	0	0	0	0	0	0	0.966	0	0.034	0.2439	0	0.7561	0.304	0	0.696	0.0568	0	0.9432	0.0568	0	0.9432	0.6667	0.3333	0	0	0.8667	0.1333	0	0
02b2f7786327241395e190122518bb4dcf1985a783303bf2408f480738f15b1c.apk	0	0	0	0.4554	0.5162	0.0001	0.0277	0.0001	0.0006	0.08	0.344	0.576	0.0535	0.4574	0.4891	0.0009	0.516	0.4831	0.0009	0.5164	0.4827	1	0	0	0	1	0	0	0
02bb16ef664d71aa5a7f228d1a7c918a4df8599157953728a4215890a2c7ddcf.apk	0	0	0	0.6609	0.3356	0	0.0026	0.0005	0.0005	0.0506	0.4551	0.4944	0.0374	0.5107	0.452	0.001	0.3384	0.6606	0.001	0.3384	0.6606	0.3636	0.1818	0.4545	0	0.9091	0.021	0.0699	0
02bfb2b5e1c69774213a1c16c903da79675eaf6d3066ce8bc77b659eb9977d0d.apk	0	0	0	0.9565	0.0435	0	0	0	0	0	0.1667	0.8333	0	0.2727	0.7273	0	0.0457	0.9543	0	0.0457	0.9543	0	0	0	0	0	0	0	0
02cbcf113deaf96f9aa0c9224a0c417496c05a6a2b621eec2a812244a52d3ae7.apk	0	0	0	0.6812	0.3188	0	0	0	0	0	0.4929	0.5071	0	0.541	0.459	0	0.3189	0.6811	0	0.3189	0.6811	0.7778	0.2222	0	0	0.9995	0.0005	0	0
02e280ada20a52c03d3758fe33f35ed15edf7e68629393f490a9a985447cb39a.apk	0	0	0	0	0	0	0.8158	0	0.1842	0.3333	0	0.6667	0.3333	0	0.6667	0.1898	0	0.8102	0.1898	0	0.8102	0.5	0	0.5	0	0.8486	0	0.1514	0
02eb64b6e378ae52ef02be5d16b48e21692c6f964746374a70517bfe8098a0a5.apk	0.0044	0.0002	0.0008	0	0	0	0.5079	0.4773	0.0093	0.3333	0.0538	0.6129	0.3795	0.0268	0.5938	0.0122	0.475	0.5128	0.0122	0.475	0.5128	0.5	0.1667	0.3333	0	0.9544	0.0264	0.0192	0
02f5a7e92f33bfbce43b4d3b2cf057e2e4e6484422a3f1da0a5af64ccbe9377f.apk	0	0	0	0.9055	0.0945	0	0	0	0	0	0.3365	0.6635	0	0.3952	0.6048	0	0.1023	0.8977	0	0.1024	0.8976	0.75	0	0.25	0	0.9943	0	0.0057	0
030a2da1746311d7bf133ed908339a298719f1d604aeae27b01da47a9297c291.apk	0.2715	0	0.0011	0.2841	0.0613	0	0.3606	0.0066	0.0147	0.0674	0.0787	0.8539	0.0883	0.1767	0.735	0.0194	0.0733	0.9073	0.0194	0.0733	0.9073	0.3333	0.3333	0.3333	0	0.9797	0.0171	0.0032	0
034294ee86e43a4b0d8db7468c397712b315bdca14ec5004582831a6751b9063.apk	0	0	0	0.9922	0.0078	0	0	0	0	0	0.3273	0.6727	0	0.2923	0.7077	0	0.0098	0.9902	0	0.0098	0.9902	1	0	0	0	1	0	0	0
035cc547ddd814976ec3afbbaf63feb779902b16c86d8998adde322270f92f15.apk	0.4677	0	0	0.5274	0.005	0	0	0	0	0	0.1053	0.8947	0	0.1538	0.8462	0	0.0292	0.9708	0	0.0292	0.9708	0.3333	0.3333	0.3333	0	0.4286	0.4921	0.0794	0
039346899f14bd884f7b9548bd50839c1370bdd078448044abde331cc3759045.apk	0	0	0	0.7944	0.1458	0.0004	0.0474	0.0044	0.0076	0.0725	0.2536	0.6739	0.046	0.412	0.542	0.0092	0.1586	0.8323	0.0092	0.1586	0.8322	0.625	0	0.375	0	0.9785	0	0.0215	0
03aa54590d44048e4cfcf0c1477255133013ee122aa02e263d402dfe582f1aaa.apk	0	0	0	0.9831	0.0169	0	0	0	0	0	0.3232	0.6768	0	0.343	0.657	0	0.0182	0.9818	0	0.0182	0.9818	1	0	0	0	1	0	0	0
