1	1	1	1	1	1	1	1	60	64	64	66	1	1	1	1	1	1	1	1	
1	1	1	1	53	53	53	53	59	63	63	62	1	1	1	1	1	1	1	1	
1	1	1	1	59	59	59	59	52	55	58	56	1	1	1	1	1	1	1	1	
1	1	1	1	11	11	11	11	1	1	1	1	1	1	1	1	1	10	1	1	
1	1	1	1	54	54	54	54	14	18	20	18	5	5	5	5	1	9	1	1	
1	1	1	1	29	29	29	29	13	19	19	17	1	1	1	1	1	1	1	1	
1	1	1	1	37	37	37	37	12	17	18	16	1	1	1	1	1	1	1	1	
1	1	1	1	12	12	12	12	10	15	17	15	1	1	1	1	1	4	1	1	
1	1	1	1	22	22	22	22	1	6	6	7	2	2	2	2	1	12	1	1	
1	1	1	1	36	36	36	36	8	16	14	14	10	10	10	10	1	1	1	1	
1	1	1	1	19	19	19	19	7	13	16	12	1	1	1	1	1	1	1	1	
1	2	1	1	48	48	48	48	15	11	12	24	1	1	1	1	1	1	1	1	
1	1	1	1	27	27	27	27	1	4	4	4	23	23	23	23	1	8	1	1	
1	1	1	1	58	58	58	58	18	27	28	29	24	24	24	24	1	3	1	1	
1	1	1	1	4	4	4	4	19	28	23	21	21	21	21	21	1	1	1	1	
1	1	1	1	38	38	38	38	21	22	32	28	22	22	22	22	1	1	1	1	
1	1	1	1	55	55	55	55	1	2	3	3	1	1	1	1	1	1	1	1	
7	1	1	1	61	61	61	61	25	33	30	31	1	1	1	1	1	1	1	1	
1	1	1	1	41	41	41	41	27	31	33	32	1	1	1	1	1	1	1	1	
1	1	1	1	9	9	9	9	28	41	35	41	1	1	1	1	1	1	1	1	
1	1	1	1	8	8	8	8	31	42	34	35	1	1	1	1	1	1	1	1	
1	1	1	1	42	42	42	42	32	38	41	43	1	1	1	1	1	1	1	1	
1	1	1	1	10	10	10	10	1	7	8	8	1	1	1	1	1	1	1	1	
1	1	1	1	23	23	23	23	37	39	44	38	1	1	1	1	1	1	1	1	
1	1	1	1	34	34	34	34	38	43	49	49	1	1	1	1	1	1	1	1	
1	1	1	1	60	60	60	60	40	45	42	45	1	1	1	1	1	1	1	1	
1	1	1	1	14	14	14	14	43	47	46	46	1	1	1	1	1	1	1	1	
1	1	1	1	18	18	18	18	48	59	59	59	1	1	1	1	1	1	1	1	
1	1	1	1	39	39	39	39	46	60	62	61	17	17	17	17	2	15	2	2	
1	1	1	1	21	21	21	21	42	57	50	58	20	20	20	20	1	14	1	1	
1	1	1	1	52	52	52	52	51	50	52	50	1	1	1	1	1	1	1	1	
1	1	1	1	5	5	5	5	50	49	56	52	1	1	1	1	1	1	1	1	
1	1	1	1	6	6	6	6	36	40	54	54	1	1	1	1	1	1	1	1	
1	1	1	1	30	30	30	30	54	51	36	44	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	18	18	18	18	1	1	1	1	
1	1	1	1	24	24	24	24	58	62	61	65	19	19	19	19	1	1	1	1	
1	1	1	1	20	20	20	20	57	58	57	57	1	1	1	1	1	1	1	1	
1	1	1	1	28	28	28	28	49	56	55	55	1	1	1	1	1	1	1	1	
1	1	1	1	45	45	45	45	47	54	53	53	13	13	13	13	1	7	1	1	
1	1	1	1	44	44	44	44	45	48	51	51	6	6	6	6	1	1	1	1	
1	1	1	1	43	43	43	43	41	44	48	48	4	4	4	4	1	1	1	1	
1	1	1	1	40	40	40	40	39	29	40	47	7	7	7	7	1	1	1	1	
1	1	1	1	25	25	25	25	1	1	1	1	1	1	1	1	1	6	1	1	
1	1	1	1	26	26	26	26	35	37	31	42	1	1	1	1	1	5	1	1	
1	1	1	1	49	49	49	49	11	36	29	40	1	1	1	1	1	1	1	1	
1	1	1	1	17	17	17	17	6	26	27	39	9	9	9	9	1	1	1	1	
1	1	1	1	51	51	51	51	5	14	15	37	1	1	1	1	1	1	1	1	
4	1	1	1	50	50	50	50	4	12	13	27	1	1	1	1	1	1	1	1	
1	1	1	1	62	62	62	62	9	9	7	13	1	1	1	1	1	1	1	1	
8	3	1	1	63	63	63	63	16	10	11	11	1	1	1	1	1	1	1	1	
1	1	1	1	33	33	33	33	2	3	9	5	16	16	16	16	1	1	1	1	
1	1	1	1	46	46	46	46	17	20	21	19	14	14	14	14	1	1	1	1	
1	1	1	1	31	31	31	31	20	25	22	23	1	1	1	1	1	1	1	1	
1	1	1	1	57	57	57	57	23	46	25	20	1	1	1	1	1	1	1	1	
2	1	1	1	7	7	7	7	22	21	24	10	1	1	1	1	1	1	1	1	
1	1	1	1	32	32	32	32	24	23	47	60	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	26	24	26	22	1	1	1	1	1	1	1	1	
1	1	1	1	13	13	13	13	53	32	37	25	1	1	1	1	1	1	1	1	
10	1	1	1	66	66	66	66	29	30	60	30	1	1	1	1	1	1	1	1	
5	4	1	1	67	67	67	67	33	34	45	26	1	1	1	1	1	1	1	1	
6	1	2	1	64	64	64	64	30	35	43	33	1	1	1	1	1	1	1	1	
9	5	3	2	65	65	65	65	34	53	38	34	1	1	1	1	1	1	1	1	
1	1	1	1	16	16	16	16	44	52	39	36	15	15	15	15	1	11	1	1	
1	1	1	1	3	3	3	3	1	1	1	1	12	12	12	12	1	13	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	2	2	2	2	1	1	2	2	1	1	1	1	1	1	1	1	
1	1	1	1	15	15	15	15	3	8	10	9	8	8	8	8	1	1	1	1	
1	1	1	1	47	47	47	47	1	5	5	6	3	3	3	3	1	1	1	1	
3	1	1	1	56	56	56	56	55	61	65	63	1	1	1	1	1	1	1	1	
1	1	1	1	35	35	35	35	56	65	66	64	11	11	11	11	1	2	1	1	

61	66	68	69	4	4	4	4	11	6	5	5	47	47	47	47	69	56	69	69	
