928	 390	 1	 1	58214	51	271	2	2	0	0	0	0
579	 133	 6	 2	50210	47	107617	15206	2340	0	0	0	0
725	 277	 43	 6	41705	488	385119	39663	1728	0	0	0	0
452	 247	 46	 16	22404	579	740285	218775	79217	0	0	0	0
725	 277	 43	 6	41705	488	372438	38771	1732	0	0	0	0
982	 454	 151	 31	51730	1738	67693	9436	233	0	0	0	0
1002	 459	 8	 3	50398	59	70025	11162	5073	0	0	0	0
802	 374	 119	 46	34350	1326	322122	46864	10949	0	0	0	0
648	 322	 37	 6	29476	432	635758	66758	8090	0	0	0	0
493	 182	 147	 42	24044	1721	245185	13792	15765	0	0	0	0
616	 295	 144	 58	26630	1559	1603985	709075	19979	0	0	0	0
653	 242	 20	 1	37970	238	362729	26044	404	0	0	0	0
513	 249	 4	 2	23310	50	55487	5043	3026	0	0	0	0
134	 51	 80	 26	12792	539	1013697	305028	27637	0	0	0	0
910	 370	 20	 0	46335	122	13290	2136	0	0	0	0	0
1029	 455	 8	 2	56610	128	282722	7952	1198	0	0	0	0
1047	 475	 0	 0	73072	0	0	0	0	0	0	0	0
1034	 482	 0	 0	57410	0	0	0	0	0	0	0	0
548	 202	 39	 9	32357	352	540723	87946	7984	0	0	0	0
966	 370	 43	 10	71798	420	503675	107376	1771	0	0	0	0
731	 289	 5	 2	51448	63	112597	8046	3006	0	0	0	0
966	 370	 43	 10	71798	419	455996	104801	1461	0	0	0	0
963	 438	 23	 4	66325	259	140818	16972	1061	0	0	0	0
966	 370	 43	 10	71798	411	439009	100260	1497	0	0	0	0
822	 276	 60	 22	32254	416	349127	66962	3294	0	0	0	0
889	 439	 23	 3	58849	281	363966	29502	1908	0	0	0	0
724	 372	 60	 28	35156	787	95370	9767	2603	0	0	0	0
510	 280	 0	 0	21095	0	0	0	0	0	0	0	0
777	 360	 9	 0	36956	139	201307	18083	0	0	0	0	0
830	 387	 41	 8	37357	277	409724	86921	8999	0	0	0	0
846	 378	 133	 31	37662	1571	252756	17528	4920	0	0	0	0
665	 331	 75	 16	28064	413	69921	23718	2990	0	0	0	0
284	 99	 50	 29	20225	852	92011	7678	6407	0	0	0	0
966	 370	 43	 10	71798	418	470964	107376	1531	0	0	0	0
386	 121	 42	 4	19589	371	415669	70175	2809	0	0	0	0
910	 428	 192	 60	43221	2348	877446	250507	19989	0	0	0	0
494	 195	 74	 17	28487	779	709823	114231	12532	0	0	0	0
1015	 352	 7	 1	61905	163	289199	18543	3043	0	0	0	0
658	 257	 8	 1	36450	113	224987	4439	153	0	0	0	0
966	 370	 43	 10	71798	422	439478	101061	1432	0	0	0	0
571	 233	 136	 25	30404	1134	679497	108685	9816	0	0	0	0
328	 143	 59	 30	19504	534	401647	100755	1322	0	0	0	0
409	 219	 33	 29	23509	418	2722	429	277	0	0	0	0
593	 312	 2	 5	24769	25	413	4	185	0	0	0	0
700	 264	 30	 13	43913	184	10513	1333	752	0	0	0	0
1095	 456	 28	 5	73021	389	425653	39139	6347	0	0	0	0
816	 364	 4	 0	31488	23	27011	7270	0	0	0	0	0
1069	 439	 101	 26	74814	1127	572359	95854	13541	0	0	0	0
865	 414	 5	 4	58568	50	1629	17	8	0	0	0	0
164	 74	 67	 24	14720	532	795914	7014	5068	0	0	0	0
229	 78	 54	 36	14324	524	457207	50902	17378	0	0	0	0
541	 181	 14	 8	36139	158	39387	1973	833	0	0	0	0
889	 406	 10	 4	60689	70	205268	30212	2106	0	0	0	0
956	 332	 0	 0	54034	0	0	0	0	0	0	0	0
