6	 2	 6	 1	 1	 
6	 0	 0	 0	 0	 
12322	 0	 0	 0	 0	 
2	 4	 2	 1	 1	 
0	 0	 0	 0	 0	 
0	 0	 0	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 0	 0	 0	 
5628	 0	 0	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 0	 0	 0	 
5395	 0	 0	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 0	 0	 0	 
5143	 0	 0	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 0	 0	 0	 
5139	 0	 0	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 0	 0	 0	 
5237	 0	 0	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 2	 0	 0	 
4796	 0	 4	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 0	 0	 0	 
4992	 0	 0	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 0	 0	 0	 
5252	 0	 0	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 0	 0	 0	 
5626	 0	 0	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 0	 0	 0	 
4952	 0	 0	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 0	 0	 0	 
4790	 0	 0	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 0	 0	 0	 
5742	 0	 0	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 0	 0	 0	 
5561	 0	 0	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 0	 0	 0	 
5610	 0	 0	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 0	 0	 0	 
5527	 0	 0	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 2	 0	 0	 
5345	 0	 4	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 0	 0	 0	 
4862	 0	 0	 0	 0	 
3	 0	 1	 1	 1	 
3	 0	 0	 0	 0	 
8042	 0	 0	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 0	 0	 0	 
5689	 0	 0	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 0	 0	 0	 
5146	 0	 0	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 0	 0	 0	 
5468	 0	 0	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 0	 0	 0	 
5071	 0	 0	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 2	 0	 0	 
5439	 0	 4	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 2	 0	 0	 
5369	 0	 4	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 0	 0	 0	 
4802	 0	 0	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 0	 0	 0	 
5130	 0	 0	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 0	 0	 0	 
5092	 0	 0	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 0	 0	 0	 
6149	 0	 0	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 0	 0	 0	 
5190	 0	 0	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 2	 0	 0	 
5258	 0	 4	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 0	 0	 0	 
4877	 0	 0	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 2	 0	 0	 
5760	 0	 4	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 0	 0	 0	 
5172	 0	 0	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 0	 0	 0	 
5454	 0	 0	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 0	 0	 0	 
5419	 0	 0	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 0	 0	 0	 
5524	 0	 0	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 0	 0	 0	 
5919	 0	 0	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 0	 0	 0	 
5056	 0	 0	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 0	 0	 0	 
5033	 0	 0	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 0	 0	 0	 
5258	 0	 0	 0	 0	 
17	 4	 5	 1	 1	 
14	 0	 0	 0	 0	 
4560	 0	 0	 0	 0	 
5	 4	 11	 1	 1	 
2	 0	 0	 0	 0	 
3758	 0	 0	 0	 0	 
2	 2	 4	 1	 2	 
2	 2	 1	 0	 2	 
1443	 54	 13	 0	 28	 
7	 2	 6	 1	 1	 
3	 2	 2	 0	 0	 
67605	 1330	 12668	 0	 0	 
10	 2	 5	 1	 1	 
7	 2	 2	 0	 0	 
301	 11	 6	 0	 0	 
4	 2	 4	 1	 1	 
2	 2	 0	 0	 0	 
388	 14	 0	 0	 0	 
7	 2	 6	 1	 1	 
3	 2	 2	 0	 0	 
50373	 1454	 12592	 0	 0	 
4	 2	 4	 1	 1	 
2	 2	 0	 0	 0	 
1615	 70	 0	 0	 0	 
4	 2	 4	 1	 1	 
2	 2	 0	 0	 0	 
3307	 5669	 0	 0	 0	 
4	 2	 4	 1	 1	 
2	 2	 0	 0	 0	 
1399	 64	 0	 0	 0	 
4	 2	 4	 1	 1	 
2	 2	 0	 0	 0	 
1488	 62	 0	 0	 0	 
12	 2	 4	 1	 1	 
5	 2	 1	 0	 0	 
14179	 1274	 487	 0	 0	 
4	 2	 4	 1	 1	 
2	 2	 0	 0	 0	 
1494	 75	 0	 0	 0	 
4	 2	 4	 1	 1	 
2	 2	 0	 0	 0	 
1532	 72	 0	 0	 0	 
7	 3	 5	 1	 1	 
3	 3	 2	 0	 0	 
7291	 8421	 2474	 0	 0	 
7	 2	 5	 1	 1	 
4	 2	 0	 0	 0	 
2015	 15	 0	 0	 0	 
4	 2	 3	 1	 1	 
2	 2	 0	 0	 0	 
2510	 19	 0	 0	 0	 
3	 2	 2	 1	 1	 
3	 2	 2	 0	 0	 
2334	 267	 34	 0	 0	 
7	 2	 3	 1	 1	 
