com.devexpert.weather.apk	2016-10-11	0.3913	0.0004	0	0.3344	0.2077	0	0.0448	0.0017	0.0197	0.2391	0.3126	0.4483	0.2177	0.3777	0.4046	0.0202	0.2102	0.7696	0.0202	0.2102	0.7695	0.1892	0.0541	0.7568	0	0.9857	0.0001	0.0142	0
com.facebook.orca.apk	2016-05-28	0	0	0	0.5276	0.4724	0	0	0	0	0	0.5238	0.4762	0	0.4545	0.5455	0	0.4724	0.5276	0	0.4724	0.5276	0	0	0	0	0	0	0	0
com.google.android.apps.authenticator2.apk	2016-09-22	0.6495	0.1436	0	0.1034	0.1034	0	0	0	0	0	0.0783	0.9217	0	0.0538	0.9462	0	0.2464	0.7536	0	0.2464	0.7536	1	0	0	0	1	0	0	0
com.google.android.marvin.talkback.apk	2016-11-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
com.lowes.android.apk	2016-02-17	0.5409	0.0054	0.0496	0.0691	0.0013	0	0.24	0.0078	0.086	0.1628	0.0581	0.7791	0.1988	0.0342	0.7671	0.1357	0.0145	0.8497	0.1357	0.0145	0.8497	1	0	0	0	1	0	0	0
com.samremote.view.apk	2016-10-21	0.7179	0	0	0.1738	0.1041	0	0.0029	0.0013	0	0.0057	0.2114	0.7829	0.0057	0.1875	0.8068	0	0.1057	0.8943	0	0.1057	0.8943	0.6667	0	0.1111	0.2222	0.7564	0	0.0486	0.1951
com.devexpert.weather.apk	2016-10-11	0.3763	0.0004	0	0.3313	0.2074	0	0.0571	0.0017	0.0259	0.2426	0.3112	0.4462	0.2248	0.3717	0.4035	0.0266	0.21	0.7634	0.0266	0.2101	0.7633	0.1892	0.0541	0.7568	0	0.9637	0.0002	0.0361	0
com.facebook.orca.apk	2016-05-28	0	0	0	0.5276	0.4724	0	0	0	0	0	0.5238	0.4762	0	0.4545	0.5455	0	0.4724	0.5276	0	0.4724	0.5276	0	0	0	0	0	0	0	0
com.google.android.apps.authenticator2.apk	2016-09-22	0.6496	0.1436	0	0.1034	0.1034	0	0	0	0	0	0.0783	0.9217	0	0.0538	0.9462	0	0.2462	0.7538	0	0.2462	0.7538	1	0	0	0	1	0	0	0
com.google.android.marvin.talkback.apk	2016-11-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
com.lowes.android.apk	2016-02-17	0.5423	0.0056	0.0494	0.0688	0.0013	0	0.239	0.0078	0.0857	0.1628	0.0581	0.7791	0.1988	0.0342	0.7671	0.1352	0.0148	0.85	0.1352	0.0148	0.85	1	0	0	0	1	0	0	0
com.samremote.view.apk	2016-10-21	0.7144	0	0	0.1754	0.1057	0	0.0031	0.0013	0	0.0054	0.2065	0.788	0.0052	0.1778	0.817	0	0.1073	0.8927	0	0.1073	0.8927	0.5455	0	0.2727	0.1818	0.7575	0	0.0495	0.1931
com.devexpert.weather.apk	2016-10-11	0.4247	0.0004	0	0.3094	0.194	0	0.0486	0.0015	0.0215	0.2391	0.3126	0.4483	0.2177	0.3777	0.4046	0.0221	0.1964	0.7815	0.0221	0.1965	0.7814	0.1892	0.0541	0.7568	0	0.984	0.0001	0.0159	0
com.facebook.orca.apk	2016-05-28	0	0	0	0.5276	0.4724	0	0	0	0	0	0.5238	0.4762	0	0.4545	0.5455	0	0.4724	0.5276	0	0.4724	0.5276	0	0	0	0	0	0	0	0
com.google.android.apps.authenticator2.apk	2016-09-22	0.6495	0.1436	0	0.1034	0.1034	0	0	0	0	0	0.0783	0.9217	0	0.0538	0.9462	0	0.2463	0.7537	0	0.2463	0.7537	1	0	0	0	1	0	0	0
com.google.android.marvin.talkback.apk	2016-11-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
com.lowes.android.apk	2016-02-17	0.5404	0.0054	0.0496	0.0691	0.0013	0	0.2404	0.0078	0.0861	0.1628	0.0581	0.7791	0.1988	0.0342	0.7671	0.1359	0.0145	0.8496	0.1359	0.0145	0.8496	1	0	0	0	1	0	0	0
com.samremote.view.apk	2016-10-21	0.705	0	0	0.1803	0.1101	0	0.0032	0.0015	0	0.0057	0.2114	0.7829	0.0057	0.1875	0.8068	0	0.1119	0.8881	0	0.1119	0.8881	0.6667	0	0.1111	0.2222	0.7603	0	0.0477	0.1919
codeadore.textgramlegacy.apk	2016-05-09	0.9902	0	0	0	0	0	0.0094	0	0.0004	0.019	0	0.981	0.0079	0	0.9921	0.0004	0	0.9996	0.0004	0	0.9996	0.7778	0	0.2222	0	0.9759	0	0.0241	0
