38	 10	 14	 2	 2	 
5	 0	 0	 0	 2	 
25	 0	 0	 0	 38	 
14	 17	 21	 2	 1	 
3	 0	 2	 0	 0	 
28828	 0	 404	 0	 0	 
11	 2	 6	 2	 2	 
5	 0	 0	 2	 2	 
112	 0	 0	 4	 38	 
38	 10	 14	 2	 2	 
5	 0	 0	 0	 2	 
9	 0	 0	 0	 14	 
5	 2	 3	 2	 1	 
2	 0	 0	 0	 0	 
71	 0	 0	 0	 0	 
31	 14	 19	 3	 2	 
3	 0	 0	 2	 2	 
8	 0	 0	 11	 29	 
19	 8	 22	 1	 2	 
7	 0	 2	 0	 2	 
54193	 0	 165	 0	 2044	 
10	 3	 4	 2	 1	 
7	 2	 0	 0	 0	 
36487	 9336	 0	 0	 0	 
19	 8	 22	 1	 2	 
7	 0	 2	 0	 2	 
52976	 0	 182	 0	 1963	 
27	 7	 29	 3	 2	 
0	 0	 0	 0	 2	 
0	 0	 0	 0	 1016	 
11	 6	 10	 2	 1	 
5	 0	 5	 0	 0	 
68433	 0	 17	 0	 0	 
11	 0	 1	 1	 2	 
9	 0	 0	 0	 2	 
39102	 0	 0	 0	 17540	 
21	 2	 3	 2	 2	 
9	 0	 0	 0	 2	 
299	 0	 0	 0	 6	 
71	 19	 37	 3	 3	 
0	 0	 0	 2	 3	 
0	 0	 0	 1016	 3535	 
14	 9	 15	 3	 2	 
4	 0	 2	 2	 2	 
67414	 0	 402	 984	 2949	 
15	 4	 6	 1	 1	 
3	 0	 2	 0	 0	 
31	 0	 4	 0	 0	 
5	 2	 3	 2	 1	 
2	 0	 0	 0	 0	 
305	 0	 0	 0	 0	 
13	 14	 17	 2	 1	 
2	 0	 0	 0	 0	 
10	 0	 0	 0	 0	 
4	 0	 3	 1	 1	 
3	 0	 3	 0	 0	 
14697	 0	 84	 0	 0	 
4	 0	 4	 1	 1	 
3	 0	 4	 0	 0	 
7872	 0	 331	 0	 0	 
9	 2	 4	 2	 1	 
7	 0	 0	 0	 0	 
3950	 0	 0	 0	 0	 
24	 9	 13	 4	 2	 
5	 0	 0	 2	 2	 
28291	 0	 0	 1825	 3103	 
50	 16	 28	 3	 4	 
0	 0	 2	 2	 3	 
0	 0	 28	 2230	 4465	 
19	 8	 22	 1	 2	 
7	 0	 2	 0	 2	 
55238	 0	 200	 0	 2051	 
8	 0	 6	 1	 2	 
6	 0	 0	 0	 2	 
156	 0	 0	 0	 6	 
3	 0	 3	 2	 1	 
2	 0	 0	 0	 0	 
4854	 0	 0	 0	 0	 
13	 11	 32	 3	 2	 
0	 1	 3	 2	 2	 
0	 59	 346	 2244	 1521	 
9	 2	 3	 2	 1	 
6	 0	 0	 0	 0	 
1334	 0	 0	 0	 0	 
19	 3	 7	 1	 2	 
5	 0	 2	 0	 2	 
9603	 0	 295	 0	 2148	 
3	 0	 4	 1	 1	 
3	 0	 4	 0	 0	 
3262	 0	 34	 0	 0	 
2	 0	 1	 1	 1	 
