0	0	0
0.4194	0.0213	0.1795
0	0	0
0.4412	0.2255	0.2794
0	0	0
0.0732	0.1461	0.1231
0	0.2439	0.1613
0	0	0
0	0	0
0.3913	0	0.18
0	0	0
0	0	0
0	0.0258	0.0191
0	0.0315	0.0255
0	0	0
0	0	0
0	0	0
0.1111	0.2368	0.1964
0	0	0
0.2895	0	0.0806
0	0	0
0.3333	0.1293	0.1863
0	0	0
0.3077	0.2453	0.2658
0.12	0.1562	0.1461
0	0	0
0	0	0
0.5	0.4615	0.4783
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0.0152	0.0112
0	0	0
0	0.0152	0.0112
0	0	0
0	0.0227	0.0168
0.4091	0.187	0.2207
0.541	0	0.1626
0.0333	0.2537	0.1856
0	0	0
0	0	0
0.1875	0.3654	0.3235
0.0357	0	0.0118
0	0.1489	0.1
1	0.5862	0.6
0	0.0152	0.0112
0	0	0
0.561	0.2929	0.3536
0	0	0
0	0	0
0	0	0
0	0.0152	0.0112
0.8667	0	0.1313
0	0.0253	0.0187
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.2778	0.0725	0.1048
0	0	0
0.3333	0.2632	0.2903
0.625	0.3333	0.5455
0	0.1127	0.0808
0	0.0171	0.0133
0	0	0
0	0	0
0	0	0
0.1034	0.1429	0.1321
0.0244	0.1354	0.1022
0	0	0
1	0.8889	0.9231
0	0	0
0	0	0
0	0	0
0.4286	0.0881	0.2736
0.6471	0.1111	0.4615
0.2174	0.1667	0.1846
0	0	0
0	0	0
0	0	0
0.541	0	0.1626
0	0	0
0.5385	0	0.1
0.5532	0.2443	0.3094
0	0.2759	0.2222
0.6818	0	0.1562
0	0	0
0	0	0
0	0	0
0	0	0
0.9375	0.2885	0.4412
0	0.3714	0.2826
0	0	0
0	0	0
0	0.0417	0.0256
0	0.625	0.5556
0	0	0
0	0	0
0	0.0152	0.0112
0	0	0
0	0	0
0	0.1765	0.1622
0	0.0152	0.0112
0	0.1522	0.1094
0	0.0152	0.0112
0	0	0
0.6098	0.0236	0.1667
0	0.2	0.1538
0	0.0076	0.0056
0	1	1
0	0.0152	0.0112
0	0	0
0	0.0152	0.0112
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.1613	0	0.0641
0	0	0
0.4412	0.3333	0.3603
0	0	0
0.0244	0.1461	0.1077
0	0.2439	0.1613
0	0	0
0	0	0
0.2609	0	0.12
0	0.0556	0.037
0	0.0315	0.0255
0	0	0
0	0.0315	0.0255
0	0	0
0	0	0
0	0	0
0.1111	0.1579	0.1429
0	0	0
0.3553	0.1066	0.1758
0	0	0
0.3333	0.1293	0.1863
0	0	0
0.3077	0.0377	0.1266
0.12	0.1719	0.1573
0	0	0
0	0	0
0.5	0.4615	0.4783
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0.0152	0.0112
0	0	0
0	0.0152	0.0112
0	0	0
0	0.0227	0.0168
0.4091	0.1951	0.2276
0.541	0	0.1626
0.0333	0.2537	0.1856
0	0	0
0	0	0
0	0	0
0.0357	0	0.0118
0.0435	0.1702	0.1286
1	0.5862	0.6
0	0.0152	0.0112
0	0	0
0.561	0.2929	0.3536
0	0	0
0	0	0
0	0	0
0	0.0152	0.0112
0.8667	0	0.1313
0.0357	0.0253	0.028
0.4286	0.3333	0.3714
0	0	0
0	0.2909	0.2051
0	0	0
0	0	0
0.2778	0.0725	0.1048
0	0	0
0.1667	0	0.0645
0.0625	0.3333	0.1364
0	0.1127	0.0808
0	0.0171	0.0133
0	0	0
0	0	0
0	0	0
0.0345	0	0.0094
0	0.1354	0.0949
0	0	0
1	0.8889	0.9231
0	0	0
0	0	0
0.2564	0	0.0641
0.381	0.0933	0.25
0.1176	0.1111	0.1154
0.2174	0	0.0769
0	0	0
