46944	192	9302	45	 105	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
16312	895	10510	31	 47	 4	 1	0	3	0	4	 0	 0	 1	 0	 0	 0	 0
61906	482	644606	33	 130	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
25975	393	13057	34	 102	 9	 11	0	15	0	9	 11	 0	 0	 0	 0	 0	 0
41207	848	8628	27	 45	 1	 0	0	0	0	1	 0	 0	 0	 0	 0	 0	 0
29060	948	242890	41	 89	 8	 60	0	35	0	8	 0	 0	 12	 0	 0	 0	 48
19641	500	462038	21	 41	 0	 77	0	5	0	0	 0	 0	 0	 0	 0	 0	 77
50288	306	283635	50	 145	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
46944	217	21984	45	 105	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
14814	621	181653	23	 27	 72	 0	0	52	0	72	 0	 0	 0	 0	 0	 0	 0
21540	30	4014	18	 36	 0	 20	20	0	0	0	 0	 0	 0	 0	 0	 0	 20
47399	430	4319	30	 127	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
27183	132	50412	68	 194	 0	 9	0	0	0	0	 0	 0	 0	 0	 9	 0	 0
47399	1173	113301	30	 127	 0	 1	0	0	0	0	 0	 0	 0	 0	 0	 0	 1
