00001F58C32E40376F64CC88B70F8FAD2FDA054E0863ABD5E41F4C6F18A65DA2.apk	0	0	0	0.4289	0.0774	0	0.4737	0.0033	0.0167	0.1356	0.1864	0.678	0.129	0.2258	0.6452	0.0221	0.0877	0.8903	0.0221	0.0878	0.8901	1	0	0	0	1	0	0	0
0008C5FFEB1A86ECC1A485EB0B416C65F552F2D888C903333549EA902C2295BC.apk	0	0	0	0.5608	0.408	0.0003	0.0232	0.002	0.0057	0.1676	0.3237	0.5087	0.1254	0.4214	0.4532	0.0076	0.4101	0.5823	0.0076	0.4102	0.5822	0.875	0	0.125	0	0.9925	0	0.0075	0
000A0B1022EC485473DFAACA433F9548911BC7089B6A3C7B47F9EC5541005CA1.apk	0	0	0	0.9046	0.0409	0	0.0494	0.0017	0.0034	0.0392	0.1569	0.8039	0.0571	0.219	0.7238	0.0116	0.0694	0.9191	0.0116	0.0694	0.9191	1	0	0	0	1	0	0	0
000AA0238980506C9C954D8E78734750E180DC6E1D6F435F6D4B778D0108ADA4.apk	0	0	0	0.5384	0.0955	0	0.3441	0.0106	0.0115	0.0536	0.2143	0.7321	0.0629	0.2657	0.6713	0.0144	0.1152	0.8704	0.0144	0.1152	0.8704	1	0	0	0	1	0	0	0
000F21EF29885BB947E0DA37352622481628ACEDF82E022A69368E38C118D5D7.apk	0	0	0	0.9265	0.0313	0	0.0356	0	0.0066	0.1642	0.1194	0.7164	0.1389	0.1667	0.6944	0.0136	0.0385	0.948	0.0136	0.0385	0.948	1	0	0	0	1	0	0	0
001081C122AB19B67E440418C248C2E730AEE3382538D5A38A482E4C117ECFD5.apk	0	0	0	0.9199	0.0206	0	0.0486	0.0089	0.002	0.186	0.1705	0.6434	0.1173	0.3408	0.5419	0.0033	0.0331	0.9636	0.0033	0.0331	0.9636	1	0	0	0	1	0	0	0
00118A32865DCF1AF80003E9BFDAB06F52055A85D25838BE025D10FE46F90D2D.apk	0	0	0	0.4325	0.003	0	0.5599	0.0042	0.0004	0.0469	0.1875	0.7656	0.085	0.183	0.732	0.0029	0.0125	0.9846	0.0029	0.0125	0.9846	1	0	0	0	1	0	0	0
00144CD3FD0CFD8BC29EE9486E1D65B5F550B7708B272CCE2B5F730D9BBD4955.apk	0	0	0	0	0	0	1	0	0	0.5	0	0.5	0.5	0	0.5	0.0161	0	0.9839	0.0161	0	0.9839	1	0	0	0	1	0	0	0
0015AE7C27688D45F79170DCEA16131CE557912A1A0C5F3B6B0465EE0774A452.apk	0.0028	0	0	0.0104	0.002	0	0.9053	0	0.0795	0.0746	0.1045	0.8209	0.1148	0.1694	0.7158	0.0795	0.0023	0.9181	0.0795	0.0023	0.9181	0.2857	0.2857	0.4286	0	0.9827	0.0122	0.0052	0
00169C38E7F84805A3ED92D8F2C50C10DE36711A83AC7FA8597012749B4D7148.apk	0	0	0	0.28	0.12	0	0.52	0	0.08	0.2222	0.2222	0.5556	0.1786	0.2143	0.6071	0.0813	0.1213	0.7974	0.0813	0.1213	0.7974	1	0	0	0	1	0	0	0
00172D4C1F8E4D52A86D01187C5992D7474AD092F44939B0735A88B3348A3DEA.apk	0	0	0	0.646	0.1228	0	0.2293	0	0.0018	0.0635	0.1746	0.7619	0.0676	0.223	0.7095	0.0059	0.1291	0.865	0.0059	0.1291	0.865	1	0	0	0	1	0	0	0
0018AE875D4D7DBB6940FDD896D1296E30426F7F13ECFF0B35B4A59745EA14BE.apk	0	0	0	0.8051	0.1356	0.0005	0.0506	0.0058	0.0024	0.0547	0.2812	0.6641	0.0399	0.4289	0.5312	0.009	0.1884	0.8027	0.009	0.1884	0.8027	0.5714	0	0.4286	0	0.9155	0	0.0845	0
001E0F67B5BB9DDAB14FACBEF94791EAED0EB939BCB651D19DAFD0E2A05D8178.apk	0.0126	0	0	0.3043	0.6337	0	0.0299	0.0077	0.0117	0.0992	0.1736	0.7273	0.1689	0.1886	0.6425	0.0119	0.641	0.3471	0.0119	0.641	0.3471	0.3333	0.2222	0.2222	0.2222	0.8434	0.1139	0.0302	0.0125
001EB3E765549D21A391FBADF221718513448D852E4B4A9365F090F7692B2BE3.apk	0	0	0	0.6587	0.0843	0	0.2336	0.0205	0.0029	0.0471	0.2	0.7529	0.0258	0.3506	0.6236	0.0044	0.121	0.8747	0.0044	0.121	0.8746	1	0	0	0	1	0	0	0
00216ADBF965013E945482BD8C95421DAEB45E7DEB9725B4E5B528F2714CDE92.apk	0.0511	0.0096	0	0.8681	0.0712	0	0	0	0	0.0057	0.3352	0.6591	0.0015	0.4444	0.5541	0	0.0814	0.9186	0	0.0814	0.9186	1	0	0	0	1	0	0	0
00224EB1BD0FEE3D7C7A1E137E9E800BC8C3C1F9BDE23FD3CEA9558E138A8C99.apk	0	0	0	0.3581	0.0638	0	0.512	0.0028	0.0633	0.1692	0.1692	0.6615	0.1966	0.1966	0.6067	0.0734	0.0764	0.8502	0.0735	0.0765	0.8499	1	0	0	0	1	0	0	0
00235A4DBD50B0F8E6AA4B065815CE68B89057FAA8CCE24DEEC6DDCFC70BC692.apk	0	0	0	0	0	0	0.8333	0	0.1667	0.5	0	0.5	0.375	0	0.625	0.2	0	0.8	0.2	0	0.8	1	0	0	0	1	0	0	0
00253FECB0DF6630D04D702041F7783BE180A912EDC6F81B835E11B029BAE792.apk	0	0	0	0.8846	0.0727	0	0.0299	0.0047	0.0081	0.0769	0.1635	0.7596	0.0807	0.3168	0.6025	0.0147	0.0992	0.8861	0.0147	0.0992	0.8861	1	0	0	0	1	0	0	0
0025E12D7BA5C72EAA338C283B066309402CE0A856A4D292F6DC937883AA67FB.apk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0026A792969E1C8FE2ECC1F492F918A0C1A182DDE0F7F0FC372FCAB4EB595A4C.apk	0	0	0	0.6621	0.2177	0	0.1043	0.0023	0.0136	0.0968	0.2419	0.6613	0.0645	0.329	0.6065	0.0139	0.2207	0.7654	0.0139	0.2207	0.7654	1	0	0	0	1	0	0	0
00284674F7C97E98194A56DEE10A4A4FAA5539B77E1F3B4E4D7EEBC4E3FC6DF6.apk	0	0	0	0.3077	0	0	0.6011	0	0.0912	0.3333	0.0667	0.6	0.25	0.0357	0.7143	0.1029	0.0026	0.8945	0.1029	0.0026	0.8945	1	0	0	0	1	0	0	0
0029745CFA96B6CB094534A70A65961DD66A185A207F1B743F35BC6B1E3FAE01.apk	0	0	0	0.7392	0.1438	0	0.1118	0	0.0052	0.0877	0.1228	0.7895	0.0705	0.2051	0.7244	0.013	0.1511	0.8359	0.013	0.1511	0.8359	0.4286	0.2857	0.2857	0	0.8229	0.0938	0.0833	0
002A5B4F6B2A86EB739A6035E524DC26877A3CC89902691F741D979733D4C30E.apk	0	0	0	0.6927	0.1332	0	0.1377	0.0233	0.0132	0.1143	0.219	0.6667	0.0942	0.3149	0.5909	0.018	0.1659	0.8161	0.018	0.1659	0.8161	1	0	0	0	1	0	0	0
002FB7803CD8C0549BC7EB023458618520A3F0939E6ECE1235A296491A7A1383.apk	0	0	0	0.461	0.0428	0.0013	0.4146	0.0055	0.0747	0.1509	0.1509	0.6981	0.1684	0.2342	0.5974	0.0861	0.0686	0.8453	0.0861	0.0686	0.8452	1	0	0	0	1	0	0	0
0033BFD51AC271E3A29AB50BB40BA07C7419D781EE7064A38E6E0586E386E2E7.apk	0	0	0	0.6434	0.3552	0	0	0.0013	0	0.0088	0.6195	0.3717	0.004	0.6506	0.3454	0	0.3599	0.6401	0	0.3599	0.6401	1	0	0	0	1	0	0	0
003445FC0B562575674109A54E2C93EB7A2310153F0C6F5FC3F86241DFBE29A8.apk	0	0	0	0.7961	0.1669	0.0001	0.0283	0.007	0.0016	0.0496	0.2553	0.695	0.0397	0.4363	0.524	0.0029	0.1825	0.8146	0.0029	0.1825	0.8146	0.625	0	0.375	0	0.9564	0	0.0436	0
0034F31E44C7B6CCDB034E7E7E7CF9F4ADEE44209AEF7CCE73F7564B27AC1072.apk	0	0	0	0.6068	0.0981	0	0.2478	0.0021	0.0452	0.1733	0.12	0.7067	0.1388	0.2297	0.6316	0.0495	0.1061	0.8444	0.0495	0.1061	0.8444	0.3333	0.3333	0.3333	0	0.8407	0.1209	0.0385	0
0036F43EBB3CA4E9E415FFA333EE4FC24BCACFB0BAD819939E93B95CACA65E5F.apk	0	0	0	0.8345	0.0878	0	0.0611	0.0063	0.0103	0.0854	0.122	0.7927	0.0909	0.2857	0.6234	0.0125	0.0993	0.8883	0.0125	0.0993	0.8883	1	0	0	0	1	0	0	0
003793F50BFA5D9F0903EC70C73B3E0670C63A06B53525D1105E920D0BE775E0.apk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
